アードバーク	aardvark	AA1_R_D_V_AA2_R_K
アライアンス	alliance	AH0_L_AY1_AH0_N_S
アリゲーター	alligator	AE1_L_AH0_G_EY2_T_ER0
アロケート	allocate	AE1_L_AH0_K_EY2_T
アロケーション	allocation	AE2_L_AH0_K_EY1_SH_AH0_N
アラウアンス	allowance	AH0_L_AW1_AH0_N_S
アローアンス	allowance	AH0_L_AW1_AH0_N_S
アローワンス	allowance	AH0_L_AW1_AH0_N_S
アロウアンス	allowance	AH0_L_AW1_AH0_N_S
アロイ	alloy	AE1_L_OY2
オールスパイス	allspice	AO1_L_S_P_AY2_S
アルマナック	almanac	AA1_L_M_AH0_N_AE2_K
オールマイティ	almighty	AO0_L_M_AY1_T_IY0
オールマイティー	almighty	AO0_L_M_AY1_T_IY0
アーモンド	almond	AA1_M_AH0_N_D
アモンド	almond	AA1_M_AH0_N_D
アロエ	aloe	AE1_L_OW2
アロハ	aloha	AH0_L_OW1_HH_AA0
アローン	alone	AH0_L_OW1_N
アルパカ	alpaca	AE0_L_P_AE1_K_AH0
アルファチャネル	alpha|channel	AE1_L_F_AH0|CH_AE1_N_AH0_L
アルファテスト	alpha|test	AE1_L_F_AH0|T_EH1_S_T
アルファバージョン	alpha|version	AE1_L_F_AH0|V_ER1_ZH_AH0_N
アルファベット	alphabet	AE1_L_F_AH0_B_EH2_T
アルファニューメリック	alphanumeric	AE2_L_F_AH0_N_UW0_M_EH1_R_IH0_K
アルパイン	alpine	AE1_L_P_AY2_N
アルプス	alps	AE1_L_P_S
オルトキー	alt|key	AA1_L_T|K_IY1
アルタイル	altair	AA0_L_T_EH1_R
アルタビスタ	altavista	AO2_L_T_AH0_V_IH1_S_T_AH0
オルタネイト	alternate	AO1_L_T_ER0_N_AH0_T
オールターナティブ	alternative	AO0_L_T_ER1_N_AH0_T_IH0_V
オールタナティブ	alternative	AO0_L_T_ER1_N_AH0_T_IH0_V
オルターナティヴ	alternative	AO0_L_T_ER1_N_AH0_T_IH0_V
オルターナティブ	alternative	AO0_L_T_ER1_N_AH0_T_IH0_V
オルタナティヴ	alternative	AO0_L_T_ER1_N_AH0_T_IH0_V
オルタナティブ	alternative	AO0_L_T_ER1_N_AH0_T_IH0_V
オルタネーター	alternator	AO1_L_T_ER0_N_EY2_T_ER0
オルタネタ	alternator	AO1_L_T_ER0_N_EY2_T_ER0
アルティプラーノ	altiplano	AE2_L_T_AH0_P_L_AA1_N_OW2
アルティプラノ	altiplano	AE2_L_T_AH0_P_L_AA1_N_OW2
アルト	alto	AE1_L_T_OW0
オルトルイズム	altruism	AE1_L_T_R_UW0_IH2_Z_AH0_M
アルミナ	alumina	AH0_L_UW1_M_AH0_N_AH0
アルミニウム	aluminum	AH0_L_UW1_M_AH0_N_AH0_M
アルミニューム	aluminum	AH0_L_UW1_M_AH0_N_AH0_M
アルツハイマー	alzheimer	AE1_L_Z_HH_AY2_M_ER0
アマービレ	amabile	AA0_M_AA1_B_AH0_L
アマルガム	amalgam	AH0_M_AE1_L_G_AH0_M
アマン	amante	AA0_M_AA1_N_T_IY0
アマランス	amaranth	AE1_M_ER0_AE2_N_TH
アマレット	amaretto	AE0_M_AH0_R_EH1_T_OW0
アマリリス	amaryllis	AE2_M_ER0_IH1_L_IH0_S
アマチュア	amateur	AE1_M_AH0_CH_ER2
アマチュアオーケストラ	amateur|orchestra	AE1_M_AH0_CH_ER2|AO1_R_K_AH0_S_T_R_AH0
アマチュアレスリング	amateur|wrestling	AE1_M_AH0_CH_ER2|R_EH1_S_L_IH0_NG
アマチュアリズム	amateurism	AE1_M_AH0_CH_ER2_IH0_Z_AH0_M
アメージング	amazing	AH0_M_EY1_Z_IH0_NG
アメイジング	amazing	AH0_M_EY1_Z_IH0_NG
アマゾーン	amazon	AE1_M_AH0_Z_AA2_N
アマゾン	amazon	AE1_M_AH0_Z_AA2_N
アマゾニス	amazons	AE1_M_AH0_Z_AA2_N_Z
アマゾネス	amazons	AE1_M_AH0_Z_AA2_N_Z
アンバサダー	ambassador	AE0_M_B_AE1_S_AH0_D_ER0
アンバー	amber	AE1_M_B_ER0
アンバーグリス	ambergris	AE1_M_B_ER0_G_R_IH0_S
アンビアンス	ambiance	AE1_M_B_IY0_AH0_N_S
アンビエント	ambient	AE1_M_B_IY0_AH0_N_T
アンビギュイティ	ambiguity	AE2_M_B_IH0_G_Y_UW1_AH0_T_IY0
アンビション	ambition	AE0_M_B_IH1_SH_AH0_N
アンビシャス	ambitious	AE0_M_B_IH1_SH_AH0_S
アンビヴァレンス	ambivalence	AE0_M_B_IH1_V_AH0_L_AH0_N_S
アンビバレンス	ambivalence	AE0_M_B_IH1_V_AH0_L_AH0_N_S
アンビバレンツ	ambivalent	AE0_M_B_IH1_V_AH0_L_AH0_N_T
アンビバレント	ambivalent	AE0_M_B_IH1_V_AH0_L_AH0_N_T
アンビュランス	ambulance	AE1_M_B_Y_AH0_L_AH0_N_S
アンブッシュ	ambush	AE1_M_B_UH2_SH
エーエムーディー	amd	EY1_EH2_M_D_IY1
アーメン	amen	EY0_M_EH1_N
エイメン	amen	EY0_M_EH1_N
アメンド	amend	AH0_M_EH1_N_D
アメンドメント	amendment	AH0_M_EH1_N_D_M_AH0_N_T
アメニティ	amenity	AH0_M_EH1_N_AH0_T_IY0
アメニティー	amenity	AH0_M_EH1_N_AH0_T_IY0
アメリカ	america	AH0_M_EH1_R_IH0_K_AH0
アメリカン	american	AH0_M_EH1_R_IH0_K_AH0_N
アメリカンブルックランプリ	american|brook|lamprey	AH0_M_EH1_R_IH0_K_AH0_N|B_R_UH1_K|L_AE1_M_P_R_IY0
アメリカンカジュアルー	american|casual	AH0_M_EH1_R_IH0_K_AH0_N|K_AE1_ZH_AH0_W_AH0_L
アメリカンコミックス	american|comics	AH0_M_EH1_R_IH0_K_AH0_N|K_AA1_M_IH0_K_S
アメリカンフットボール	american|football	AH0_M_EH1_R_IH0_K_AH0_N|F_UH1_T_B_AO2_L
アメリカンリーグ	american|league	AH0_M_EH1_R_IH0_K_AH0_N|L_IY1_G
アメリカミンク	american|mink	AH0_M_EH1_R_IH0_K_AH0_N|M_IH1_NG_K
アメリカンラグビー	american|rugby	AH0_M_EH1_R_IH0_K_AH0_N|R_AH1_G_B_IY0
アメリカンスクール	american|school	AH0_M_EH1_R_IH0_K_AH0_N|S_K_UW1_L
アメリカンショートヘア	american|shorthair	AH0_M_EH1_R_IH0_K_AH0_N|SH_AO1_R_T_HH_EH2_R
アメリカニズム	americanism	AH0_M_EH1_R_IH0_K_AH0_N_IH2_Z_AH0_M
アメリカナイゼーション	americanization	AH0_M_EH2_R_IH0_K_AH0_N_AH0_Z_EY1_SH_AH0_N
アメリカニゼーション	americanization	AH0_M_EH2_R_IH0_K_AH0_N_AH0_Z_EY1_SH_AH0_N
アメリカナイズ	americanize	AH0_M_EH1_R_IH0_K_AH0_N_AY2_Z
アメリカーノ	americano	AH0_M_EH2_R_IH0_K_AA1_N_OW0
アメリシウム	americium	AH0_M_EH0_R_IH1_S_IY2_AH0_M
アメシスト	amethyst	AE1_M_IH0_TH_IH0_S_T
アメジスト	amethyst	AE1_M_IH0_TH_IH0_S_T
アミ	ami	AA1_M_IY0
アミド	amide	EY1_M_AY2_D
アミーガ	amiga	AH0_M_IY1_G_AH0
アミーゴ	amigo	AH0_M_IY1_G_OW2
アミゴ	amigo	AH0_M_IY1_G_OW2
アミン	amine	EY2_M_IY1_N
アミノ	amino	AH0_M_IY1_N_OW0
アミール	amir	AH0_M_IH1_R
アーミッシュ	amish	AA1_M_IH0_SH
アミティ	amity	AE1_M_IH0_T_IY0
アンマン	amman	AE1_M_AH0_N
アンメーター	ammeter	AE1_M_IY2_T_ER0
アンモニア	ammonia	AH0_M_OW1_N_Y_AH0
アンモナイト	ammonite	AE1_M_AH0_N_AY2_T
アンモニウム	ammonium	AH0_M_OW1_N_IY0_AH0_M
アムネスティ	amnesty	AE1_M_N_AH0_S_T_IY0
アミーバ	amoeba	AH0_M_IY1_B_AH0
アメーバ	amoeba	AH0_M_IY1_B_AH0
アメーバー	amoeba	AH0_M_IY1_B_AH0
アメバ	amoeba	AH0_M_IY1_B_AH0
アモーレ	amore	AA1_M_AO0_R
アモロソ	amoroso	AA0_M_AO0_R_OW1_S_OW0
アモルファス	amorphous	AH0_M_AO1_R_F_AH0_S
アムール	amour	AA2_M_UW1_R
アンプ	amp	AE1_M_P
アンパーサンド	ampersand	AE1_M_P_ER0_S_AE2_N_D
アンパサンド	ampersand	AE1_M_P_ER0_S_AE2_N_D
アンフェノール	amphenol	AE1_M_F_AH0_N_AO0_L
アンフェタミン	amphetamine	AE0_M_F_EH1_T_AH0_M_IY2_N
アンフォラ	amphora	AE1_M_F_ER0_AH0
アンプリファイア	amplifier	AE1_M_P_L_AH0_F_AY2_ER0
アンプリファイアー	amplifier	AE1_M_P_L_AH0_F_AY2_ER0
アンプリファイヤ	amplifier	AE1_M_P_L_AH0_F_AY2_ER0
アンプリファイヤー	amplifier	AE1_M_P_L_AH0_F_AY2_ER0
アンプリファイ	amplify	AE1_M_P_L_AH0_F_AY2
アムステルダム	amsterdam	AE1_M_S_T_ER0_D_AE2_M
アミュレット	amulet	AE1_M_Y_AH0_L_AH0_T
アミューズブッシュ	amuse|bouche	AH0_M_Y_UW1_Z|B_AW1_CH
アミューズメント	amusement	AH0_M_Y_UW1_Z_M_AH0_N_T
アミロイド	amyloid	AE1_M_IH0_L_OY2_D
アナバプティスト	anabaptist	AE2_N_AH0_B_AE1_P_T_AH0_S_T
アナバプテスト	anabaptist	AE2_N_AH0_B_AE1_P_T_AH0_S_T
アナボリックステロイド	anabolic|steroids	AE2_N_AH0_B_AA1_L_IH0_K|S_T_EH1_R_OY0_D_Z
アナクロニズム	anachronism	AH0_N_AE1_K_R_AH0_N_IH2_Z_AH0_M
アナコンダ	anaconda	AE2_N_AH0_K_AA1_N_D_AH0
アナグラム	anagram	AE1_N_AH0_G_R_AE2_M
アナル	anal	EY1_N_AH0_L
アナルジージク	analgesic	AE2_N_AH0_L_JH_IY1_S_IH0_K
アナログ	analog	AE1_N_AH0_L_AO2_G
アナログコンピューター	analog|computer	AE1_N_AH0_L_AO2_G|K_AH0_M_P_Y_UW1_T_ER0
アナログデジタル	analog|digital	AE1_N_AH0_L_AO2_G|D_IH1_JH_AH0_T_AH0_L
アナロジー	analogy	AH0_N_AE1_L_AH0_JH_IY0
アナライズ	analysis	AE0_N_AE1_L_IH0_S_IH0_S
アナリシス	analysis	AE0_N_AE1_L_IH0_S_IH0_S
アナリスト	analyst	AE1_N_AH0_L_IH0_S_T
アナライザ	analyzer	AE1_N_AH0_L_AY2_Z_ER0
アナライザー	analyzer	AE1_N_AH0_L_AY2_Z_ER0
アナーキスト	anarchist	AE1_N_ER0_K_IH2_S_T
アナキスト	anarchist	AE1_N_ER0_K_IH2_S_T
アナーキー	anarchy	AE1_N_ER0_K_IY2
アナテマ	anathema	AH0_N_AE1_TH_AH0_M_AH0
アナトミー	anatomy	AH0_N_AE1_T_AH0_M_IY0
アンカ	anchor	AE1_NG_K_ER0
アンカー	anchor	AE1_NG_K_ER0
アンカーリング	anchoring	AE1_NG_K_ER0_IH0_NG
アンカリング	anchoring	AE1_NG_K_ER0_IH0_NG
アンカーマン	anchorman	AE1_NG_K_ER0_M_AE2_N
アンチョビ	anchovy	AE0_N_CH_OW1_V_IY0
アンチョビー	anchovy	AE0_N_CH_OW1_V_IY0
アンシラリー	ancillary	AE1_N_S_AH0_L_EH2_R_IY0
アンダンテ	andante	AA0_N_D_AA1_N_T_EY0
アンダンティーノ	andantino	AA2_N_D_AA2_N_T_IY1_N_OW0
アンドラ	andorra	AE0_N_D_AO1_R_AH0
アンドロイド	android	AE1_N_D_R_OY2_D
アンドロメダ	andromeda	AE0_N_D_R_AA1_M_AH0_D_AH0
アネクドート	anecdote	AE1_N_IH0_K_D_OW2_T
アネモメーター	anemometer	AE2_N_AH0_M_AA1_M_AH0_T_ER0
アネモネ	anemone	AE1_N_IH0_M_OW2_N
アネスセチック	anesthetic	AE2_N_AH0_S_TH_EH1_T_IH0_K
アネスセティック	anesthetic	AE2_N_AH0_S_TH_EH1_T_IH0_K
エンジェル	angel	EY1_N_JH_AH0_L
エンゼル	angel	EY1_N_JH_AH0_L
エンジェルフィッシュ	angelfish	EY1_N_JH_AH0_L_F_IH2_SH
エンゼルフィシュ	angelfish	EY1_N_JH_AH0_L_F_IH2_SH
エンゼルフィッシュ	angelfish	EY1_N_JH_AH0_L_F_IH2_SH
アンゲリカ	angelica	AE0_N_JH_EH1_L_IH0_K_AH0
アンジェリカ	angelica	AE0_N_JH_EH1_L_IH0_K_AH0
アンゼリカ	angelica	AE0_N_JH_EH1_L_IH0_K_AH0
アンギナ	angina	AE0_N_JH_AY1_N_AH0
アンギオテンシン	angiotensin	AE2_N_JH_IY2_OW0_T_EH1_N_S_IH0_N
アンジオテンシン	angiotensin	AE2_N_JH_IY2_OW0_T_EH1_N_S_IH0_N
アングル	angle	AE1_NG_G_AH0_L
アングラー	angler	AE1_NG_G_L_ER0
アングロ	anglo	AE1_NG_G_L_OW0
アングロアラブ	anglo|arab	AE1_NG_G_L_OW0|AE1_R_AH0_B
アンゴラ	angola	AE0_NG_G_OW1_L_AH0
アングリー	angry	AE1_NG_G_R_IY0
オングストローム	angstrom	AE1_NG_S_T_R_AH0_M
アンギュラー	angular	AE1_NG_G_Y_AH0_L_ER0
アニリン	aniline	AE1_N_AH0_L_IY2_N
アニマル	animal	AE1_N_AH0_M_AH0_L
アニメイト	animate	AE1_N_AH0_M_AH0_T
アニメーション	animation	AE2_N_AH0_M_EY1_SH_AH0_N
アニメーションキャラクター	animation|character	AE2_N_AH0_M_EY1_SH_AH0_N|K_AE1_R_IH0_K_T_ER0
アニメーター	animator	AE1_N_AH0_M_EY2_T_ER0
アニメ	anime	AE2_N_IH0_M_EY1
アニメキャラクター	anime|character	AE2_N_IH0_M_EY1|K_AE1_R_IH0_K_T_ER0
アニメカラオケ	anime|karaoke	AE2_N_IH0_M_EY1|K_EH2_R_IY0_OW1_K_IY0
アニメソング	anime|song	AE2_N_IH0_M_EY1|S_AO1_NG
アニミズム	animism	AE1_N_AH0_M_IH2_Z_AH0_M
アニオン	anion	AE1_N_AY2_AO0_N
アニス	anise	AE1_N_AH0_S
アニゼット	anisette	AE2_N_AH0_S_EH1_T
アンカラ	ankara	AE1_NG_K_ER0_AH0
アンク	ankh	AE1_N_K
アンクレット	anklet	AE1_NG_K_L_IH0_T
アニーリング	annealing	AH0_N_IY1_L_IH0_NG
アニール	annealing	AH0_N_IY1_L_IH0_NG
アネックス	annex	AE1_N_EH2_K_S
アニバーサリー	anniversary	AE2_N_AH0_V_ER1_S_ER0_IY0
アノテーション	annotation	AE2_N_AH0_T_EY1_SH_AH0_N
アナウンス	announce	AH0_N_AW1_N_S
アナウンスメント	announcement	AH0_N_AW1_N_S_M_EH0_N_T
アナウンサ	announcer	AH0_N_AW1_N_S_ER0
アナウンサー	announcer	AH0_N_AW1_N_S_ER0
アニュアル	annual	AE1_N_Y_UW0_AH0_L
アノード	anode	AE1_N_OW2_D
アノマリー	anomaly	AH0_N_AA1_M_AH0_L_IY0
アノミー	anomie	AE1_N_AH0_M_IY0
アノニマス	anonymous	AH0_N_AA1_N_AH0_M_AH0_S
アノフェレス	anopheles	AA0_N_AO1_F_IH0_L_IY2_Z
アノラック	anorak	AE1_N_ER0_AE2_K
アノレキシア	anorexia	AE2_N_ER0_EH1_K_S_IY0_AH0
アノレクシア	anorexia	AE2_N_ER0_EH1_K_S_IY0_AH0
アナザー	another	AH0_N_AH1_DH_ER0
アンサー	answer	AE1_N_S_ER0
アンサホン	answer|phone	AE1_N_S_ER0|F_OW1_N
アンタゴニズム	antagonism	AE0_N_T_AE1_G_AH0_N_IH2_Z_AH0_M
アンタゴニスト	antagonist	AE0_N_T_AE1_G_AH0_N_AH0_S_T
アンタレス	antares	AE0_N_T_EH1_R_IY0_Z
アンテロープ	antelope	AE1_N_T_AH0_L_OW2_P
アンテナ	antenna	AE0_N_T_EH1_N_AH0
アンセム	anthem	AE1_N_TH_AH0_M
アンソロジー	anthology	AE0_N_TH_AO1_L_AH0_JH_IY2
アンスロポロジー	anthropology	AE2_N_TH_R_AH0_P_AA1_L_AH0_JH_IY0
アンチエージング	anti|aging	AE1_N_T_IY2|EY1_JH_IH0_NG
アンチエイジング	anti|aging	AE1_N_T_IY2|EY1_JH_IH0_NG
アンチアメリカ	anti|american	AE1_N_T_IY2|AH0_M_EH1_R_IH0_K_AH0_N
アンチダイブ	anti|dive	AE1_N_T_IY2|D_AY1_V
アンチエスタブリッシュメント	anti|establishment	AE1_N_T_IY2|IH0_S_T_AE1_B_L_IH0_SH_M_AH0_N_T
アンチハッキング	anti|hacking	AE1_N_T_IY2|HH_AE1_K_IH0_NG
アンチヒューマニズム	anti|humanism	AE1_N_T_IY2|HH_Y_UW1_M_AH0_N_IH2_Z_AH0_M
アンチロマン	anti|roman	AE1_N_T_IY2|R_OW1_M_AH0_N
アンチセミティズム	anti|semitism	AE1_N_T_IY2|S_EH1_M_IH0_T_IH2_Z_AH0_M
アンティセミティズム	anti|semitism	AE1_N_T_IY2|S_EH1_M_IH0_T_IH2_Z_AH0_M
アンチドート	antidote	AE1_N_T_IH0_D_OW2_T
アンチフリーズ	antifreeze	AE1_N_T_IY0_F_R_IY2_Z
アンティグア	antigua	AE0_N_T_IY1_G_W_AH0
アンチノック	antiknock	AE2_N_T_IY0_N_AA1_K
アンティパスト	antipasto	AE2_N_T_IY0_P_AA1_S_T_OW0
アンチーク	antique	AE0_N_T_IY1_K
アンチック	antique	AE0_N_T_IY1_K
アンティーク	antique	AE0_N_T_IY1_K
アンティック	antique	AE0_N_T_IY1_K
アヌス	anus	EY1_N_AH0_S
アンヴィル	anvil	AE1_N_V_AH0_L
アンビル	anvil	AE1_N_V_AH0_L
アパッシュ	apache	AH0_P_AE1_CH_IY0
アパッチ	apache	AH0_P_AE1_CH_IY0
アパート	apart	AH0_P_AA1_R_T
アパートメント	apartment	AH0_P_AA1_R_T_M_AH0_N_T
アパシー	apathy	AE1_P_AH0_TH_IY0
アパーチャ	aperture	AE1_P_ER0_CH_ER0
アパーチャー	aperture	AE1_P_ER0_CH_ER0
アパーチュア	aperture	AE1_P_ER0_CH_ER0
アフォリズム	aphorism	AE1_F_ER0_IH2_Z_AH0_M
アフォルズム	aphorism	AE1_F_ER0_IH2_Z_AH0_M
アプロディーテー	aphrodite	AE2_F_R_AH0_D_AY1_T_IY0
アフロディテ	aphrodite	AE2_F_R_AH0_D_AY1_T_IY0
エーピーアイ	api	EY2_P_IY2_AY1
アポカリプス	apocalypse	AH0_P_AA1_K_AH0_L_IH2_P_S
アポジ	apogee	AE1_P_AH0_JH_IY2
アポジー	apogee	AE1_P_AH0_JH_IY2
アポロ	apollo	AH0_P_AA1_L_OW0
アポロン	apollon	AH0_P_AA1_L_OW0
アポトーシス	apoptosis	AE2_P_AO0_P_T_OW1_S_IH0_Z
アポプトーシス	apoptosis	AE2_P_AO0_P_T_OW1_S_IH0_Z
アポストロフィ	apostrophe	AH0_P_AA1_S_T_R_AH0_F_IY2
アポストロフィー	apostrophe	AH0_P_AA1_S_T_R_AH0_F_IY2
アパレル	apparel	AH0_P_AE1_R_AH0_L
アッピール	appeal	AH0_P_IY1_L
アピール	appeal	AH0_P_IY1_L
アピアランス	appearance	AH0_P_IH1_R_AH0_N_S
アピーズメントポリシー	appeasement|policy	AH0_P_IY1_Z_M_AH0_N_T|P_AA1_L_AH0_S_IY0
アパタイト	appetite	AE1_P_AH0_T_AY2_T
アピタイザー	appetizer	AE1_P_AH0_T_AY2_Z_ER0
アプロード	applaud	AH0_P_L_AO1_D
アプローズ	applause	AH0_P_L_AO1_Z
アップル	apple	AE1_P_AH0_L
アプレット	applet	AE1_P_L_AH0_T
アプライアンス	appliance	AH0_P_L_AY1_AH0_N_S
アプリカント	applicant	AE1_P_L_IH0_K_AH0_N_T
アプリケーション	application	AE2_P_L_AH0_K_EY1_SH_AH0_N
アプリケイション	application	AE2_P_L_AH0_K_EY1_SH_AH0_N
アプリケーションバンドル	application|bundle	AE2_P_L_AH0_K_EY1_SH_AH0_N|B_AH1_N_D_AH0_L
アプリケータ	applicator	AE1_P_L_AH0_K_EY2_T_ER0
アプライ	apply	AH0_P_L_AY1
アポイント	appoint	AH0_P_OY1_N_T
アポイントメント	appointment	AH0_P_OY1_N_T_M_AH0_N_T
アポインテメントシステム	appointment|system	AH0_P_OY1_N_T_M_AH0_N_T|S_IH1_S_T_AH0_M
アプローチ	approach	AH0_P_R_OW1_CH
アプロプリエーションアート	appropriation|art	AH0_P_R_OW2_P_R_IY0_EY1_SH_AH0_N|AA1_R_T
アプルーバル	approval	AH0_P_R_UW1_V_AH0_L
アプルーブ	approve	AH0_P_R_UW1_V
アプリコット	apricot	EY1_P_R_AH0_K_AA2_T
エープリル	april	EY1_P_R_AH0_L
エプロン	apron	EY1_P_R_AH0_N
アクア	aqua	AE1_K_W_AH0
アクアポリス	aqua|polis	AE1_K_W_AH0|P_OW1_L_AH0_S
アクアカルチャー	aquaculture	AE1_K_W_AH0_K_AH2_L_CH_ER0
アクアラング	aqualung	AE1_K_W_AH0_L_AH0_NG
アクアマリーン	aquamarine	AA2_K_W_AH0_M_ER0_IY1_N
アクアマリン	aquamarine	AA2_K_W_AH0_M_ER0_IY1_N
アクアノート	aquanaut	AA1_K_W_AH0_N_AA2_T
アクアリウム	aquarium	AH0_K_W_EH1_R_IY0_AH0_M
アクウェアリアム	aquarium	AH0_K_W_EH1_R_IY0_AH0_M
アクウェリアム	aquarium	AH0_K_W_EH1_R_IY0_AH0_M
アクアティック	aquatic	AH0_K_W_AA1_T_IH0_K
アクアテック	aquatic	AH0_K_W_AA1_T_IH0_K
アクワティック	aquatic	AH0_K_W_AA1_T_IH0_K
アキダクト	aqueduct	AE1_K_W_AH0_D_AH2_K_T
アクウィダクト	aqueduct	AE1_K_W_AH0_D_AH2_K_T
アクウダクト	aqueduct	AE1_K_W_AH0_D_AH2_K_T
アラブ	arab	AE1_R_AH0_B
アラビアゴム	arabia|gum	AH0_R_EY1_B_IY0_AH0|G_AH1_M
アラビカ	arabica	ER0_AE1_B_IH0_K_AH0
アルバイター	arbeiter	AA1_R_B_AY0_T_ER0
アービタ	arbiter	AA1_R_B_IH0_T_ER0
アビタ	arbiter	AA1_R_B_IH0_T_ER0
アービトラージ	arbitrage	AA1_R_B_IH0_T_R_AA2_ZH
アービトレィジャー	arbitrager	AA1_R_B_IH0_T_R_AA2_ZH_ER0
アービトラリ	arbitrary	AA1_R_B_AH0_T_R_EH2_R_IY0
アービトレリ	arbitrary	AA1_R_B_AH0_T_R_EH2_R_IY0
アービトレーション	arbitration	AA2_R_B_IH0_T_R_EY1_SH_AH0_N
アーク	arc	AA1_R_K
アーケード	arcade	AA0_R_K_EY1_D
アーケイド	arcade	AA0_R_K_EY1_D
アーケードコントローラー 	arcade|controller	AA0_R_K_EY1_D|K_AH0_N_T_R_OW1_L_ER0
アーケードゲーム	arcade|game	AA0_R_K_EY1_D|G_EY1_M
アルカディア	arcadia	AA0_R_K_EY1_D_IY0_AH0
アーチ	arch	AA1_R_CH
アーキオロジー	archaeology	AA2_R_K_IY0_AA1_L_AH0_JH_IY0
アーケオロジー	archaeology	AA2_R_K_IY0_AA1_L_AH0_JH_IY0
アーケイイック	archaic	AA0_R_K_EY1_IH0_K
アーケイック	archaic	AA0_R_K_EY1_IH0_K
アルカイック	archaic	AA0_R_K_EY1_IH0_K
アークエンジェル	archangel	AA2_R_K_EY1_N_JH_AH0_L
アーチビショップ	archbishop	AA1_R_CH_B_IH1_SH_AH0_P
アーチャ	archer	AA1_R_CH_ER0
アーチャー	archer	AA1_R_CH_ER0
アーチェリ	archery	AA1_R_CH_ER0_IY0
アーチェリー	archery	AA1_R_CH_ER0_IY0
アーキタイプ	archetype	AA1_R_K_IH0_T_AY2_P
アーキー	archie	AA1_R_CH_IY0
アーチー	archie	AA1_R_CH_IY0
アーキテクト	architect	AA1_R_K_AH0_T_EH2_K_T
アーキテクチャラル	architectural	AA2_R_K_AH0_T_EH1_K_CH_ER0_AH0_L
アーキテクチャル	architectural	AA2_R_K_AH0_T_EH1_K_CH_ER0_AH0_L
アーキテクチュラル	architectural	AA2_R_K_AH0_T_EH1_K_CH_ER0_AH0_L
アーキテクチャ	architecture	AA1_R_K_AH0_T_EH2_K_CH_ER0
アーキテクチャー	architecture	AA1_R_K_AH0_T_EH2_K_CH_ER0
アーキテクチュア	architecture	AA1_R_K_AH0_T_EH2_K_CH_ER0
アキテクチャ	architecture	AA1_R_K_AH0_T_EH2_K_CH_ER0
アーキトレーヴ	architrave	AA1_R_K_AH0_T_R_EY2_V
アーキトレーブ	architrave	AA1_R_K_AH0_T_R_EY2_V
アーカイバル	archival	AA0_R_K_AY1_V_AH0_L
アーカイヴ	archive	AA1_R_K_AY2_V
アーカイブ	archive	AA1_R_K_AY2_V
アーカイブス	archives	AA1_R_K_AY2_V_Z
アーカイブズ	archives	AA1_R_K_AY2_V_Z
アーキビスト	archivist	AA1_R_K_AH0_V_IH0_S_T
アークティック	arctic	AA1_R_K_T_IH0_K
アークトウルス	arcturus	AA2_R_K_T_UH1_R_AH0_S
アルクトゥールス	arcturus	AA2_R_K_T_UH1_R_AH0_S
アルクトゥルス	arcturus	AA2_R_K_T_UH1_R_AH0_S
アーダント	ardent	AA1_R_D_AH0_N_T
アーデント	ardent	AA1_R_D_AH0_N_T
アーダー	ardor	AA1_R_D_ER0
アージュアス	arduous	AA1_R_JH_UW0_AH0_S
アール	are	AA1_R
エアリア	area	EH1_R_IY0_AH0
エリア	area	EH1_R_IY0_AH0
エリヤ	area	EH1_R_IY0_AH0
アリーナ	arena	ER0_IY1_N_AH0
アーレース	ares	AA1_R_Z
アレース	ares	AA1_R_Z
アレス	ares	AA1_R_Z
アラザン	argent	AA1_R_JH_IH0_N_T
アーゴン	argon	AA1_R_G_AA2_N
アルゴン	argon	AA1_R_G_AA2_N
アーギュー	argue	AA1_R_G_Y_UW0
アーギュメント	argument	AA1_R_G_Y_AH0_M_AH0_N_T
アーガイル	argyle	AA1_R_G_AY2_L
アーガル	argyle	AA1_R_G_AY2_L
アリア	aria	AA1_R_IY0_AH0
アリストクラシー	aristocracy	EH2_R_AH0_S_T_AA1_K_R_AH0_S_IY0
アリストクラット	aristocrat	ER0_IH1_S_T_AH0_K_R_AE2_T
アリストクラティック	aristocratic	ER0_IH2_S_T_AH0_K_R_AE1_T_IH0_K
アリスマティック	arithmetic	EH2_R_IH0_TH_M_EH1_T_IH0_K
アリゾナ	arizona	EH2_R_IH0_Z_OW1_N_AH0
アーカンソー	arkansas	AA1_R_K_AH0_N_S_AA2
アーム	arm	AA1_R_M
アームウォマー	arm|warmer	AA1_R_M|W_AO1_R_M_ER0
アルマジロ	armadillo	AA2_R_M_AH0_D_IH1_L_OW0
アーマジロ	armadillo	AA2_R_M_AH0_D_IH1_L_OW0
アルマジロ	armadillo	AA2_R_M_AH0_D_IH1_L_OW0
アーマゲドン	armageddon	AA2_R_M_AH0_G_EH1_D_AH0_N
アルマゲドン	armageddon	AA2_R_M_AH0_G_EH1_D_AH0_N
アーマメント	armament	AA1_R_M_AH0_M_AH0_N_T
アームチェア	armchair	AA1_R_M_CH_EH2_R
アームチェアー	armchair	AA1_R_M_CH_EH2_R
アルメニア	armenia	AA0_R_M_IY1_N_IY0_AH0
アーミング	arming	AA1_R_M_IH0_NG
アーミスティス	armistice	AA1_R_M_AH0_S_T_AH0_S
アーマー	armor	AA1_R_M_ER0
