アブストラクトアート	abstract|art	AE0_B_S_T_R_AE1_K_T|AA1_R_T
アナログジョイスティック	analog|joystick	AE1_N_AH0_L_AO2_G|JH_OY1_S_T_IH2_K
アナログモデム	analog|modem	AE1_N_AH0_L_AO2_G|M_OW1_D_AH0_M
アナログポート	analog|port	AE1_N_AH0_L_AO2_G|P_AO1_R_T
アナログプロセッサ	analog|processor	AE1_N_AH0_L_AO2_G|P_R_AA1_S_EH2_S_ER0
アナログプロセッサー	analog|processor	AE1_N_AH0_L_AO2_G|P_R_AA1_S_EH2_S_ER0
アナログスピードメーター	analog|speedometer	AE1_N_AH0_L_AO2_G|S_P_IY0_D_AA1_M_AH0_T_ER0
アナログスイッチ	analog|switch	AE1_N_AH0_L_AO2_G|S_W_IH1_CH
アナログシンセサイザー	analog|synthesizer	AE1_N_AH0_L_AO2_G|S_IH1_N_TH_AH0_S_AY2_Z_ER0
アナログレコード	analogue|record	AE1_N_AH0_L_AO2_G|R_AH0_K_AO1_R_D
アナリストミーティング	analyst|meeting	AE1_N_AH0_L_IH0_S_T|M_IY1_T_IH0_NG
アナフィラキシ	anaphylaxis	AE2_N_AH0_F_AH0_L_AE1_K_S_IH0_S
アナフィラキシー	anaphylaxis	AE2_N_AH0_F_AH0_L_AE1_K_S_IH0_S
アンカーボルト	anchor|bolt	AE1_NG_K_ER0|B_OW1_L_T
アンカーパーソン	anchor|person	AE1_NG_K_ER0|P_ER1_S_AH0_N
アンシラリーサービス	ancillary|service	AE1_N_S_AH0_L_EH2_R_IY0|S_ER1_V_AH0_S_AH0
エンジェル	angel	EY1_N_JH_AH0_L
エンゼル	angel	EY1_N_JH_AH0_L
エンゼルケーキ	angel|cake	EY1_N_JH_AH0_L|K_EY1_K
エンジェルダスト	angel|dust	EY1_N_JH_AH0_L|D_AH1_S_T
エンゼルフードケーキ	angel|food|cake	EY1_N_JH_AH0_L|F_UW1_D|K_EY1_K
アングルブロック	angle|block	AE1_NG_G_AH0_L|B_L_AA1_K
アングルショット	angle|shot	AE1_NG_G_AH0_L|SH_AA1_T
アニリンブラック	aniline|black	AE1_N_AH0_L_IY2_N|B_L_AE1_K
アニマルライツ	animal|rights	AE1_N_AH0_M_AH0_L|R_AY1_T_S
アニマルライト	animal|right	AE1_N_AH0_M_AH0_L|R_AY1_T
アニマルセラピー	animal|therapy	AE1_N_AH0_M_AH0_L|TH_EH1_R_AH0_P_IY0
アニマルトレーナー	animal|trainer	AE1_N_AH0_M_AH0_L|T_R_EY1_N_ER0
アニメーションソフトウェア	animation|software	AE2_N_AH0_M_EY1_SH_AH0_N|S_AO1_F_T_W_EH2_R
アニメソング	anime|song	AE2_N_IH0_M_EY1|S_AO1_NG
アンクルバンド	ankle|band	AE1_NG_K_AH0_L|B_AE1_N_D
アンクルブーツ	ankle|boots	AE1_NG_K_AH0_L|B_UW1_T_S
アニュアルレポート	annual|report	AE1_N_Y_UW0_AH0_L|R_IY0_P_AO1_R_T
アノードスライム	anode|slime	AE1_N_OW2_D|S_L_AY1_M
アノニマスファッション	anonymous|fashion	AH0_N_AA1_N_AH0_M_AH0_S|F_AE1_SH_AH0_N
アノニマスサーバ	anonymous|server	AH0_N_AA1_N_AH0_M_AH0_S|S_ER1_V_ER0
アノニマスサーバー	anonymous|server	AH0_N_AA1_N_AH0_M_AH0_S|S_ER1_V_ER0
アンサーファイル	answer|file	AE1_N_S_ER0|F_AY1_L
アンサーモード	answer|mode	AE1_N_S_ER0|M_OW1_D
アンサーソング	answer|song	AE1_N_S_ER0|S_AO1_NG
アンテナショップ	antenna|shop	AE0_N_T_EH1_N_AH0|SH_AA1_P
アントロポロギー	anthropology	AE2_N_TH_R_AH0_P_AA1_L_AH0_JH_IY0
アントロポロジー	anthropology	AE2_N_TH_R_AH0_P_AA1_L_AH0_JH_IY0
アンティグアバーブーダ	antigua|barbuda	AE0_N_T_IY1_G_W_AH0|B_AA0_R_B_UW1_D_AH0
アンチノミー	antinomy	AE0_T_IH1_N_OW0_M_IY2
アンチークファッション	antique|fashion	AE0_N_T_IY1_K|F_AE1_SH_AH0_N
アンティークファッション	antique|fashion	AE0_N_T_IY1_K|F_AE1_SH_AH0_N
アンチテーゼ	antithesis	AE0_N_T_IH1_TH_AH0_S_AH0_S
アンザス	anzus	AE1_N_Z_AH0_S
アパルトマン	apartment	AH0_P_AA1_R_T_M_AH0_N_T
アパートメントハウス	apartment|house	AH0_P_AA1_R_T_M_AH0_N_T|HH_AW1_S
アパチャカード	aperture|card	AE1_P_ER0_CH_ER0|K_AA1_R_D
アパーチャグリル	aperture|grille	AE1_P_ER0_CH_ER0|G_R_IH1_L
アポジモーター	apogee|motor	AE1_P_AH0_JH_IY2|M_OW1_T_ER0
アポストロ	apostle	AH0_P_AO1_S_AH0_L
アパレルメーカー	apparel|maker	AH0_P_AE1_R_AH0_L|M_EY1_K_ER0
アパレルショップ	apparel|store	AH0_P_AE1_R_AH0_L|S_T_AO1_R
アピアランスマネー	appearance|money	AH0_P_IH1_R_AH0_N_S|M_AH1_N_IY0
アップルサイダー	apple|cider	AE1_P_AH0_L|S_AY1_D_ER0
アップルデスクトップバス	apple|desktop|bus	AE1_P_AH0_L|D_EH1_S_K_T_AA2_P|B_AH1_S
アップルジャック	apple|jack	AE1_P_AH0_L|JH_AE1_K
アップルキー	apple|key	AE1_P_AH0_L|K_IY1
アップルメニュー	apple|menu	AE1_P_AH0_L|M_EH1_N_Y_UW0
アップルパイ	apple|pie	AE1_P_AH0_L|P_AY1
アップルソース	apple|sauce	AE1_P_AH0_L|S_AO1_S
アプレットビューアー	applet|viewer	AE1_P_L_AH0_T|V_Y_UW1_ER0
アプライアンスサーバ	appliance|server	AH0_P_L_AY1_AH0_N_S|S_ER1_V_ER0
アプリケーションデータ	application|data	AE2_P_L_AH0_K_EY1_SH_AH0_N|D_EY1_T_AH0
アプリケーションエンジニア	application|engineer	AE2_P_L_AH0_K_EY1_SH_AH0_N|EH1_N_JH_AH0_N_IH1_R
アプリケーションフォーマット	application|format	AE2_P_L_AH0_K_EY1_SH_AH0_N|F_AO1_R_M_AE2_T
アプリケーションフレームワーク	application|framework	AE2_P_L_AH0_K_EY1_SH_AH0_N|F_R_EY1_M_W_ER2_K
アプリケーションジェネレータ	application|generator	AE2_P_L_AH0_K_EY1_SH_AH0_N|JH_EH1_N_ER0_EY2_T_ER0
アプリケーションアイコン	application|icon	AE2_P_L_AH0_K_EY1_SH_AH0_N|AY1_K_AA0_N
アプリケーションインターフェース	application|interface	AE2_P_L_AH0_K_EY1_SH_AH0_N|IH1_N_T_ER0_F_EY2_S
アプリケーションキー	application|key	AE2_P_L_AH0_K_EY1_SH_AH0_N|K_IY1
アプリケーションノート	application|note	AE2_P_L_AH0_K_EY1_SH_AH0_N|N_OW1_T
アプリケーションプロセッサ	application|processor	AE2_P_L_AH0_K_EY1_SH_AH0_N|P_R_AA1_S_EH2_S_ER0
アプリケーションプログラム	application|program	AE2_P_L_AH0_K_EY1_SH_AH0_N|P_R_OW1_G_R_AE2_M
アプリケーションプログラムパッケージ	application|program|package	AE2_P_L_AH0_K_EY1_SH_AH0_N|P_R_OW1_G_R_AE2_M|P_AE1_K_AH0_JH
アプリケーションプログラミングインタフェース	application|programming|interface	AE2_P_L_AH0_K_EY1_SH_AH0_N|P_R_OW1_G_R_AE2_M_IH0_NG|IH1_N_T_ER0_F_EY2_S
アプリケーションプロトコル	application|protocol	AE2_P_L_AH0_K_EY1_SH_AH0_N|P_R_OW1_T_AH0_K_AA2_L
アプリケーションサーバ	application|server	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_ER1_V_ER0
アプリケーションサーバー	application|server	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_ER1_V_ER0
アプリケーションサービス	application|service	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_ER1_V_AH0_S
アプリケーションサービスプロバイダ	application|service|provider	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_ER1_V_AH0_S|P_R_AH0_V_AY1_D_ER0
アプリケーションソフトウェア	application|software	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_AO1_F_T_W_EH2_R
アプリケーションソフトウエア	application|software	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_AO1_F_T_W_EH2_R
アプリケーションストア	application|store	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_T_AO1_R
アプリケーションシステム	application|system	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_IH1_S_T_AH0_M
アプリケーションテクノロジ	application|technology	AE2_P_L_AH0_K_EY1_SH_AH0_N|T_EH0_K_N_AA1_L_AH0_JH_IY0
アプローチライト	approach|light	AH0_P_R_OW1_CH|L_AY1_T
アプローチショット	approach|shot	AH0_P_R_OW1_CH|SH_AA1_T
エープリルフール	april|fool	EY1_P_R_AH0_L|F_UW1_L
エイプリルフール	april|fool	EY1_P_R_AH0_L|F_UW1_L
エプロンステージ	apron|stage	EY1_P_R_AH0_N|S_T_EY1_JH
アクアオーラ	aqua|aura	AE1_K_W_AH0|AO1_R_AH0
アラビアコーヒー	arabia|coffee	AH0_R_EY1_B_IY0_AH0|K_AA1_F_IY0
アラビアオリックス	arabia|oryx	AH0_R_EY1_B_IY0_AH0|AO1_R_IH0_K_S
アラビアプレート	arabia|plate	AH0_R_EY1_B_IY0_AH0|P_L_EY1_T
アラビアンエンジェルフィッシュ	arabian|angelfish	AH0_R_EY1_B_IY0_AH0_N|EY1_N_JH_AH0_L_F_IH2_SH
アラビアンライト	arabian|light	AH0_R_EY1_B_IY0_AH0_N|L_AY1_T
アービトレーショングループ	arbitration|group	AA2_R_B_IH0_T_R_EY1_SH_AH0_N|G_R_UW1_P
アービトレーションレベル	arbitration|level	AA2_R_B_IH0_T_R_EY1_SH_AH0_N|L_EH1_V_AH0_L
アークエネルギー	arc|energy	AA1_R_K|EH1_N_ER0_JH_IY0
アークガウジング	arc|gouging	AA1_R_K|G_AW1_JH_IH0_NG
アークガイド	arc|guide	AA1_R_K|G_AY1_D
アークライト	arc|light	AA1_R_K|L_AY1_T
アークランプ	arc|lump	AA1_R_K|L_AE1_M_P
アーケードゲーム	arcade|game	AA0_R_K_EY1_D|G_EY1_M
アーチダム	arch|dam	AA1_R_CH|D_AE1_M
アーケイックスマイル	archaic|smile	AA0_R_K_EY1_IH0_K|S_M_AY1_L
アルカイックスマイル	archaic|smile	AA0_R_K_EY1_IH0_K|S_M_AY1_L
アーカイバルファイル	archival|file	AA0_R_K_AY1_V_AH0_L|F_AY1_L
アーカイバルメモリ	archival|memory	AA0_R_K_AY1_V_AH0_L|M_EH1_M_ER0_IY0
アーカイブビット	archive|bit	AA1_R_K_AY2_V|B_IH1_T
アーカイブデータセット	archive|data|set	AA1_R_K_AY2_V|D_EY1_T_AH0|S_EH1_T
アーカイブファイル	archive|file	AA1_R_K_AY2_V|F_AY1_L
アーカイブライブラリ	archive|library	AA1_R_K_AY2_V|L_AY1_B_R_EH0_R_IY2
アーカイブサーバ	archive|server	AA1_R_K_AY2_V|S_ER1_V_ER0
アーカイブサーバー	archive|server	AA1_R_K_AY2_V|S_ER1_V_ER0
アークティックチャー	arctic|char	AA1_R_K_T_IH0_K|CH_AA1_R
アークティックシスコ	arctic|cisco	AA1_R_K_T_IH0_K|S_IH1_S_K_OW2
アークティックフラウンダー	arctic|flounder	AA1_R_K_T_IH0_K|F_L_AW1_N_D_ER0
アークティックグレイリング	arctic|grayling	AA1_R_K_T_IH0_K|G_R_EY1_L_IH0_NG
エリアコード	area|code	EH1_R_IY0_AH0|K_OW1_D
エリアマーケティング	area|marketing	EH1_R_IY0_AH0|M_AA1_R_K_AH0_T_IH0_NG
アルゼンチンタンゴ	argentine|tango	AA1_R_JH_AH0_N_T_IY2_N|T_AE1_NG_G_OW0
アーガイルチェック	argyle|check	AA1_R_G_AY2_L|CH_EH1_K
アーガルチェック	argyle|check	AA1_R_G_AY2_L|CH_EH1_K
アームバンド	arm|band	AA1_R_M|B_AE1_N_D
アームカバー	arm|cover	AA1_R_M|K_AH1_V_ER0
アームライト	arm|light	AA1_R_M|L_AY1_T
アームロック	arm|lock	AA1_R_M|L_AA1_K
アームレスリング	arm|wrestling	AA1_R_M|R_EH1_S_L_IH0_NG
アームチェア	armchair	AA1_R_M_CH_EH2_R
アームチェアーディテクティブ	armchair|detective	AA1_R_M_CH_EH2_R|D_IH0_T_EH1_K_T_IH0_V
アームチェアディテクティブ	armchair|detective	AA1_R_M_CH_EH2_R|D_IH0_T_EH1_K_T_IH0_V
アーマープレート	armor|plate	AA1_R_M_ER0|P_L_EY1_T
アーミーブルー	army|blue	AA1_R_M_IY0|B_L_UW1
アーミールック	army|look	AA1_R_M_IY0|L_UH1_K
アロマキャンドル	aroma|candle	ER0_OW1_M_AH0|K_AE1_N_D_AH0_L
アロマオイル	aroma|oil	ER0_OW1_M_AH0|OY1_L
アロマセラピー	aromatherapy	AH0_R_OW2_M_AH0_TH_ER1_AH0_P_IY0
アロマテラピー	aromatherapy	AH0_R_OW2_M_AH0_TH_ER1_AH0_P_IY0
アラウンドサーティー	around|thirty	ER0_AW1_N_D|TH_ER1_D_IY2
アレンジボール	arrange|ball	ER0_EY1_N_JH|B_AO1_L
アレイコンピュータ	array|computer	ER0_EY1|K_AH0_M_P_Y_UW1_T_ER0
アレイプロセッサ	array|processor	ER0_EY1|P_R_AA1_S_EH2_S_ER0
アレイプロセッサー	array|processor	ER0_EY1|P_R_AA1_S_EH2_S_ER0
アーセニッククロライド	arsenic|chloride	AA1_R_S_AH0_N_IH0_K|K_L_AO1_R_AY0_D
アートブック	art|book	AA1_R_T|B_UH1_K
アールブリュット	art|brut	AA1_R_T|B_R_UW1_T
アールブリュト	art|brut	AA1_R_T|B_R_UW1_T
アールデコ	art|deco	AA1_R_T|D_EH1_K_OW0
アートディレクター	art|director	AA1_R_T|D_ER0_EH1_K_T_ER0
アートフェア	art|fair	AA1_R_T|F_EH1_R
アートギャラリー	art|gallery	AA1_R_T|G_AE1_L_ER0_IY0
アートガラス	art|glass	AA1_R_T|G_L_AE1_S
アールヌーボー	art|nouveau	AA1_R_T|N_UW2_V_OW1
アールヌーヴォー	art|nouveau	AA1_R_T|N_UW2_V_OW1
アートフォトグラフィー	art|photography	AA1_R_T|F_AH0_T_AA1_G_R_AH0_F_IY0
アートスタジオ	art|studio	AA1_R_T|S_T_UW1_D_IY0_OW2
アートシアター	art|theater	AA1_R_T|TH_IY1_EY0_T_ER0
アートタイトル	art|title	AA1_R_T|T_AY1_T_AH0_L
アーティキュレーテッドアクスル	articulated|axle	AA0_R_T_IH1_K_Y_AH0_L_EY2_T_IH0_D|AE1_K_S_AH0_L
アーティキュレーテッドシャフト	articulated|shaft	AA0_R_T_IH1_K_Y_AH0_L_EY2_T_IH0_D|SH_AE1_F_T
アーティフィシャルインテリジェンス	artificial|intelligence	AA2_R_T_AH0_F_IH1_SH_AH0_L|IH2_N_T_EH1_L_AH0_JH_AH0_N_S
アーティスティックインプレッション	artistic|impression	AA0_R_T_IH1_S_T_IH0_K|IH2_M_P_R_EH1_SH_AH0_N
アーティスティックスイミング	artistic|swimming	AA0_R_T_IH1_S_T_IH0_K|S_W_IH1_M_IH0_NG
アスベスト	asbestos	AE0_S_B_EH1_S_T_AH0_S
アスベストセメント	asbestos|cement	AE0_S_B_EH1_S_T_AH0_S|S_AH0_M_EH1_N_T
アスキーファイル	ascii|file	AE1_S_K_IY0|F_AY1_L
アスキファイル	ascii|file	AE1_S_K_IY0|F_AY1_L
アスキーモード	ascii|mode	AE1_S_K_IY0|M_OW1_D
アッシュメドウズキリフィッシュ	ash|meadows|killifish	AE1_SH|M_EH1_D_OW2_Z|K_IH1_L_IH0_F_IH0_SH
アジアカップ	asia|cup	EY1_ZH_AH0|K_AH1_P
アジアダラー	asia|dollar	EY1_ZH_AH0|D_AA1_L_ER0
アジアインフルエンザ	asia|influenza	EY1_ZH_AH0|IH2_N_F_L_UW0_EH1_N_Z_AH0
アジアゴールデンキャット	asian|golden|cat	EY1_ZH_AH0_N|G_OW1_L_D_AH0_N|K_AE1_T
インドライオン	indo|lion	IH1_N_D_OW0|L_AY1_AH0_N
アスファルトコンクリート	asphalt|concrete	AE1_S_F_AO2_L_T|K_AH0_N_K_R_IY1_T
アスファルトフェルト	asphalt|felt	AE1_S_F_AO2_L_T|F_EH1_L_T
アスファルトジャングル	asphalt|jungle	AE1_S_F_AO2_L_T|JH_AH1_NG_G_AH0_L
アスファルトシングル	asphalt|shingle	AE1_S_F_AO2_L_T|SH_IH1_NG_G_AH0_L
アサルトライフル	assault|rifle	AH0_S_AO1_L_T|R_AY1_F_AH0_L
アセンブリキャッシュ	assembly|cache	AH0_S_EH1_M_B_L_IY0|K_AE1_SH
アセンブリライン	assembly|line	AH0_S_EH1_M_B_L_IY0|L_AY1_N
アッセンブリーライン	assembly|line	AH0_S_EH1_M_B_L_IY0|L_AY1_N
アセンブリマニフェスト	assembly|manifest	AH0_S_EH1_M_B_L_IY0|M_AE1_N_AH0_F_EH2_S_T
アサーティブネストレーニング	assertiveness|training	AH0_S_ER1_T_IH0_V_N_AH0_S|T_R_EY1_N_IH0_NG
アセットマネージメント	asset|management	AE1_S_EH2_T|M_AE1_N_AH0_JH_M_AH0_N_T
アシスタントドッグ	assistant|dog	AH0_S_IH1_S_T_AH0_N_T|D_AO1_G
アシスタントディレクター	assistant|director	AH0_S_IH1_S_T_AH0_N_T|D_ER0_EH1_K_T_ER0
アシスタントオブジェクト	assistant|object	AH0_S_IH1_S_T_AH0_N_T|AA1_B_JH_EH0_K_T
アシスタントパーサー	assistant|purser	AH0_S_IH1_S_T_AH0_N_T|P_ER1_S_ER0
アソシエーションフットボール	association|football	AH0_S_OW2_S_IY0_EY1_SH_AH0_N|F_UH1_T_B_AO2_L
アソートチョコレート	assort|chocolate	AH0_S_AO1_R_T|CH_AO1_K_L_AH0_T
アスンシオン	asuncion	AH0_S_AH1_N_SH_AH0_N
アサイラム	asylum	AH0_S_AY1_L_AH0_M
アシンメトリックデザイン	asymmetric|design	EY2_S_AH0_M_EH1_T_R_IH0_K|D_IH0_Z_AY1_N
アット	at	AE1_T
アットバット	at|bat	AE1_T|B_AE1_T
アットランダム	at|random	AE1_T|R_AE1_N_D_AH0_M
アトランダム	at|random	AE1_T|R_AE1_N_D_AH0_M
アテナイ	athens	AE1_TH_AH0_N_Z
アテネ	athens	AE1_TH_AH0_N_Z
アスリートファンド	athlete|fund	AE1_TH_L_IY2_T|F_AH1_N_D
アスリートトラスト	athlete|trust	AE1_TH_L_IY2_T|T_R_AH1_S_T
アスレチッククラブ	athletic|club	AE0_TH_L_EH1_T_IH0_K|K_L_AH1_B
アスレチックフィールド	athletic|field	AE0_TH_L_EH1_T_IH0_K|F_IY1_L_D
アトキンスダイエット	atkins|diet	AE1_T_K_IH0_N_Z|D_AY1_AH0_T
アタッチファイル	attach|file	AH0_T_AE1_CH|F_AY1_L
アタッシェ	attache	AE2_T_AH0_SH_EY1
アタッシェケース	attache|case	AE2_T_AH0_SH_EY1|K_EY1_S
アタッシュケース	attache|case	AE2_T_AH0_SH_EY1|K_EY1_S
アタッチメントユニットインタフェース	attachment|unit|interface	AH0_T_AE1_CH_M_AH0_N_T|Y_UW1_N_AH0_T|IH1_N_T_ER0_F_EY2_S
アタックライン	attack|line	AH0_T_AE1_K|L_AY1_N
アタックパターン	attack|pattern	AH0_T_AE1_K|P_AE1_T_ER0_N
アテンションエコノミー	attention|economy	AH0_T_EH1_N_SH_AH0_N|IH0_K_AA1_N_AH0_M_IY0
アテンションバリュー	attention|value	AH0_T_EH1_N_SH_AH0_N|V_AE1_L_Y_UW0
オークションブリッジ	auction|bridge	AA1_K_SH_AH0_N|B_R_IH1_JH
オークションハウス	auction|house	AA1_K_SH_AH0_N|HH_AW1_S
オークションサイト	auction|site	AA1_K_SH_AH0_N|S_AY1_T
オーディエンスサーベイ	audience|survey	AA1_D_IY0_AH0_N_S|S_ER0_V_EY1
オーディオアンプ	audio|amp	AA1_D_IY0_OW2|AE1_M_P
オーディオブック	audio|book	AA1_D_IY0_OW2|B_UH1_K
オーディオカセットプレーヤ	audio|cassette|player	AA1_D_IY0_OW2|K_AH0_S_EH1_T|P_L_EY1_ER0
オーディオクリップ	audio|clip	AA1_D_IY0_OW2|K_L_IH1_P
オーディオビジュアル	audiovisual	AO2_D_IY0_OW0_V_IH1_ZH_UW0_AH0_L
オーラルコミュニケーション	aural|communication	AO1_R_AH0_L|K_AH0_M_Y_UW2_N_AH0_K_EY1_SH_AH0_N
オーロラソース	aurora|sauce	ER0_AO1_R_AH0|S_AO1_S
オーサリングプラットフォーム	authoring|platform	AO1_TH_ER0_IH0_NG|P_L_AE1_T_F_AO2_R_M
オーサリングプログラム	authoring|program	AO1_TH_ER0_IH0_NG|P_R_OW1_G_R_AE2_M
オーサリングソフト	authoring|soft	AO1_TH_ER0_IH0_NG|S_AO1_F_T
オーサリングソフトウェア	authoring|software	AO1_TH_ER0_IH0_NG|S_AO1_F_T_W_EH2_R
オーサリングシステム	authoring|system	AO1_TH_ER0_IH0_NG|S_IH1_S_T_AH0_M
オーサリングツール	authoring|tool	AO1_TH_ER0_IH0_NG|T_UW1_L
オートクラッチ	auto|clutch	AO1_T_OW0|K_L_AH1_CH
オートダイヤル	auto|dial	AO1_T_OW0|D_AY1_AH0_L
オートドア	auto|door	AO1_T_OW0|D_AO1_R
オートインデント	auto|indent	AO1_T_OW0|IH2_N_D_EH1_N_T
オートライト	auto|light	AO2_T_AH0|L_AY2_T_S
オートロック	auto|lock	AO1_T_OW0|L_AA1_K
オートロックマンション	auto|lock|mansion	AO2_T|L_AA1_K|M_AE1_N_SH_AH0_N
オートログイン	auto|login	AO1_T_OW0|L_AO1_G_IH2_N
オートプレーヤー	auto|player	AO1_T_OW0|P_L_EY1_ER0
オートパワーオフ	auto|power|off	AO1_T_OW0|P_AW1_ER0|AO1_F
オートリピート	auto|repeat	AO2_T|R_IH0_P_IY1_T
オートリトラクト	auto|retract	AO1_T_OW0|R_IY0_T_R_AE1_K_T
オートセーブ	auto|save	AO1_T_OW0|S_EY1_V
オートスクロール	auto|scroll	AO1_T_OW0|S_K_R_OW1_L
オートショー	auto|show	AO1_T_OW0|SH_OW1
オートストップ	auto|stop	AO1_T_OW0|S_T_AA1_P
オートトランスフォーマー	auto|transformer	AO1_T_OW0|T_R_AE0_N_S_F_AO1_R_M_ER0
オートウォーク	auto|walk	AO1_T_OW0|W_AO1_K
オートホワイトバランス	auto|white|balance	AO1_T_OW0|W_AY1_T|B_AE1_L_AH0_N_S
オートマチックコントロール	automatic|control	AO2_T_AH0_M_AE1_T_IH0_K|K_AH0_N_T_R_OW1_L
オートリターン	auto|return	AO1_T_OW0|R_IH0_T_ER1_N
オートマチックシフト	automatic|shift	AO2_T_AH0_M_AE1_T_IH0_K|SH_IH1_F_T
オートマチックトランスミッション	automatic|transmission	AO2_T_AH0_M_AE1_T_IH0_K|T_R_AE0_N_S_M_IH1_SH_AH0_N
オートプシーイメージング	autopsy|imaging	AO1_T_AA2_P_S_IY0|IH1_M_IH0_JH_IH0_NG
アベイラブルビットレイト	available|bit|rate	AH0_V_EY1_L_AH0_B_AH0_L|B_IH1_T|R_EY1_T
アバンギャルド	avant-garde	AH0_V_AA1_N_T_G_AA1_R_D
アヴァンギャルド	avant-garde	AH0_V_AA1_N_T_G_AA1_R_D
アベマリア	ave|maria	AA1_V_EY2|M_ER0_IY1_AH0
アベレージゴルファー	average|golfer	AE1_V_ER0_IH0_JH|G_AA1_L_F_ER0
アウェーゲーム	away|game	AH0_W_EY1|G_EY1_M
アウェーゴール	away|goal	AH0_W_EY1|G_OW1_L
アクセルジャンプ	axel|jump	AE1_K_S_AH0_L|JH_AH1_M_P
アクセルパウルゼンジャンプ	axel|paulsen|jump	AE1_K_S_AH0_L|P_AW1_L_S_AH0_N|JH_AH1_M_P
アキシアルジェット	axial|jet	AE1_K_S_IY0_AH0_L|JH_EH1_T
アキシアルピストンポンプ	axial|piston|pump	AE1_K_S_IY0_AH0_L|P_IH1_S_T_AH0_N|P_AH1_M_P
アクスルハウジング	axle|housing	AE1_K_S_AH0_L|HH_AW1_Z_IH0_NG
アクスルスタンド	axle|stand	AE1_K_S_AH0_L|S_T_AE1_N_D
ビープラス	b|plus	B_IY1|P_L_AH1_S
バビットメタル	babbitt|metal	B_AE1_B_IH0_T|M_EH1_T_AH0_L
ベビーバス	baby|bath	B_EY1_B_IY0|B_AE1_TH
ベビーベッド	baby|bed	B_EY1_B_IY0|B_EH1_D
ベビーブルー	baby|blue	B_EY1_B_IY0|B_L_UW1
ベビーブーム	baby|boom	B_EY1_B_IY0|B_UW1_M
ベビーバギー	baby|buggy	B_EY1_B_IY0|B_AH1_G_IY0
ベビーカー	baby|car	B_EY1_B_IY0|K_AA1_R
ベビードール	baby|doll	B_EY1_B_IY0|D_AA1_L
ベビィードール	baby|doll	B_EY1_B_IY0|D_AA1_L
ベビィドール	baby|doll	B_EY1_B_IY0|D_AA1_L
ベイビーフェイス	baby|face	B_EY1_B_IY0|F_EY1_S
ベビーフェース	baby|face	B_EY1_B_IY0|F_EY1_S
ベビーフェイス	baby|face	B_EY1_B_IY0|F_EY1_S
ベビーフード	baby|food	B_EY1_B_IY0|F_UW1_D
ベビーゴルフ	baby|golf	B_EY1_B_IY0|G_AA1_L_F
ベビーホテル	baby|hotel	B_EY1_B_IY0|HH_OW0_T_EH1_L
ベビーリーフ	baby|leaf	B_EY1_B_IY0|L_IY1_F
ベビーオイル	baby|oil	B_EY1_B_IY0|OY1_L
ベビーピンク	baby|pink	B_EY1_B_IY0|P_IH1_NG_K
ベビーパウダー	baby|powder	B_EY1_B_IY0|P_AW1_D_ER0
ベイビースリング	baby|sling	B_EY1_B_IY0|S_L_IH1_NG
ベビーシッター	baby-sitter	B_EY1_B_IY0_S_IH2_T_ER0
バカロレア	baccalaureate	B_AE2_K_AH0_L_AO1_R_IY0_AH0_T
バカラ	baccarat	B_AA2_K_ER0_AA1
バシラス	bacillus	B_AH0_S_IH1_L_AH0_S
バチルス	bacillus	B_AH0_S_IH1_L_AH0_S
バックアタック	back|attack	B_AE1_K|AH0_T_AE1_K
バックバッファ	back|buffer	B_AE1_K|B_AH1_F_ER0
バックチャージ	back|charge	B_AE1_K|CH_AA1_R_JH
バックコーミング	back|combing	B_AE1_K|K_OW1_M_IH0_NG
バックドア	back|door	B_AE1_K|D_AO1_R
バックギヤ	back|gear	B_AE1_K|G_IH1_R
バックライト	back|light	B_AE1_K|L_AY1_T
バックマージン	back|margin	B_AE1_K|M_AA1_R_JH_AH0_N
バックミラー	back|mirror	B_AE1_K|M_IH1_R_ER0
バックミュージック	back|music	B_AE1_K|M_Y_UW1_Z_IH0_K
バックオフィス	back|office	B_AE1_K|AO1_F_AH0_S
バックオーダー	back|order	B_AE1_K|AO1_R_D_ER0
バックプレッシャー	back|pressure	B_AE1_K|P_R_EH1_SH_ER0
バックロー	back|row	B_AE1_K|R_OW1
バックスクリーン	back|screen	B_AE1_K|S_K_R_IY1_N
バックシート	back|seat	B_AE1_K|S_IY1_T
バックストレート	back|straight	B_AE1_K|S_T_R_EY1_T
バックトス	back|toss	B_AE1_K|T_AO1_S
バックボーンネットワーク	backbone|network	B_AE1_K_B_OW2_N|N_EH1_T_W_ER2_K
